,class
29038,p
41224,p
26042,p
60821,p
41716,p
42659,e
44455,p
19754,p
32145,p
24571,e
2677,e
20219,e
15014,e
47121,p
43703,e
56532,p
32835,p
21199,e
37475,p
22478,e
8330,p
39947,p
51379,e
17561,e
36330,e
55247,e
7855,p
47884,p
48775,e
33186,p
45257,e
30242,p
23945,p
26136,e
17454,e
634,p
54572,e
42881,e
26407,e
7630,p
4954,e
26643,p
25847,p
5951,e
30532,e
42947,e
21685,e
36333,e
3752,p
42567,e
30795,p
24220,e
47918,p
38415,p
48776,e
48684,e
34042,p
512,p
18801,e
52217,e
55634,e
4289,e
9381,e
60891,p
8620,e
32903,p
19366,p
8562,e
13115,p
55286,e
47234,p
6193,p
32589,p
31756,e
45596,e
19795,p
50403,p
17847,e
20727,e
28953,p
34361,p
24074,e
32469,p
26121,p
49180,e
46639,e
21116,p
49826,p
37085,p
15754,p
33716,e
27982,p
60056,p
3932,p
49465,e
31226,e
24872,e
41885,p
17066,p
35388,p
18855,e
48624,e
46206,e
25700,p
154,p
16428,e
18305,e
10067,p
3887,p
40558,p
48954,e
35159,e
18302,e
10895,p
39714,p
46909,e
48795,e
40109,p
47979,p
14176,e
4901,e
31693,e
5529,e
57126,e
5073,e
55472,e
59929,p
725,p
20666,e
55010,e
27890,p
21965,e
5094,e
29743,e
41197,p
26822,p
23325,p
19360,p
44220,p
9415,e
27621,p
59893,p
23080,p
33492,p
40971,p
16379,e
49248,e
5469,e
34040,p
46316,e
7917,p
27578,p
20374,e
43077,p
17811,e
13142,p
26052,p
53663,p
18276,e
10312,e
8097,p
59318,p
27313,p
13797,p
54441,e
18753,e
56197,p
23826,p
2698,e
25365,e
44443,p
4964,e
15706,p
11163,p
19735,p
40322,p
47920,p
48879,e
28045,p
49030,e
12089,p
46235,e
60136,p
44180,p
40496,p
25714,p
34475,p
38176,p
11458,e
18606,p
51452,e
3485,e
21912,e
45370,e
31787,p
8580,e
22707,p
6722,e
30571,e
51108,p
57903,p
34508,p
56529,p
56961,e
29469,p
1905,e
20559,e
43363,p
9708,p
54488,e
32135,p
45536,e
49902,p
3610,p
24815,e
3468,e
53643,p
17677,e
1274,e
33411,p
28214,p
33030,p
53002,e
12066,p
44995,p
39751,p
30510,e
59150,p
50322,p
30654,e
21841,e
30478,e
1030,p
5842,e
44996,p
29774,e
8076,p
20984,p
60668,e
40215,p
60450,e
17372,e
31592,e
25217,e
29956,e
29893,e
28518,p
55313,e
10521,e
5558,e
12341,p
12466,e
35887,p
54460,e
8662,e
4704,e
10808,p
60006,p
44780,p
18167,e
12483,e
19410,p
48511,e
11135,p
32044,p
22964,p
42561,e
41944,p
33754,e
52736,e
17658,e
29584,p
55301,e
60076,p
37489,p
36776,p
33196,p
22783,p
21930,e
38477,p
30037,p
27853,p
56289,p
59352,p
19645,p
46026,e
56382,p
40594,p
3228,e
20074,p
27364,p
5060,e
19763,p
53845,p
35138,e
12020,p
54443,e
17892,e
49473,e
892,p
9391,e
48989,e
13038,p
51007,p
363,p
14394,e
23682,p
22039,e
7267,p
7749,p
54825,e
30823,p
4446,e
57429,p
11556,e
5783,e
51438,e
44355,p
50910,p
50982,p
26412,e
28232,p
50650,e
48956,e
14687,e
30745,p
21881,e
44764,p
22605,p
40356,p
10517,e
16935,e
59143,p
273,p
52788,e
27403,p
60560,e
42637,e
57274,p
51498,e
40869,p
58713,p
22862,p
28321,p
2754,e
7145,p
51191,e
46384,e
13150,p
59579,p
10237,e
14316,e
57049,e
15074,e
52158,e
23010,p
19911,p
19320,p
44321,p
51085,p
18567,p
23383,p
40547,p
17408,e
14590,e
4158,p
52551,e
19596,p
17589,e
37824,p
5674,e
59084,p
47290,p
43516,e
26666,p
952,p
36038,e
37659,p
12694,e
22022,e
7270,p
38318,p
25755,p
20500,e
17163,p
25158,e
14473,e
47597,p
56407,p
38162,p
45802,e
22866,p
42581,e
10203,p
40069,p
43164,p
6603,e
58417,e
19744,p
51981,e
50783,e
42313,e
41053,p
56488,p
41297,p
14593,e
11019,p
48590,e
47465,p
15028,e
38523,p
44238,p
16173,e
23352,p
16544,e
42364,e
1745,p
8224,p
33226,p
18199,e
55588,e
49332,e
37443,p
54365,e
32790,p
10618,p
14225,e
20765,e
60614,e
56399,p
56023,e
29827,e
51659,e
23007,p
21203,e
28983,p
16473,e
52944,e
26672,p
4310,e
50897,p
7862,p
20013,p
30913,p
32624,p
51157,p
57674,p
14653,e
49860,p
7110,p
48117,p
15465,e
29602,p
19782,p
47302,p
9402,e
31763,e
39087,p
9515,e
48858,e
39153,p
32711,p
55711,e
32989,p
12252,p
35120,e
4350,e
23377,p
9325,e
33950,p
6989,e
29462,p
51755,e
56285,p
54370,e
60860,p
1528,p
2541,e
25081,e
30956,p
9785,p
55893,e
59113,p
49202,e
16244,e
15423,e
8179,p
29984,e
33117,p
27209,p
20290,e
36148,e
32444,p
39406,p
46345,e
17863,e
13672,p
22634,p
7776,p
32262,p
20564,e
4355,e
8088,p
28243,p
33834,e
24958,e
58131,p
35965,p
55608,e
3416,e
22490,e
20936,p
12258,p
21126,p
46580,e
21666,e
29810,e
18058,e
26303,e
1537,p
20858,p
39505,p
54841,e
21130,p
37322,p
53964,p
30998,p
16452,e
6363,e
50117,p
4610,e
42901,e
11496,e
49838,p
20118,p
24586,e
37458,p
32127,p
19924,p
23733,p
40205,p
13352,p
50827,e
53639,p
4452,e
58329,e
36871,p
42248,e
19113,p
55828,e
57940,p
10795,p
959,p
405,p
16639,e
31139,e
31275,e
41021,p
47165,p
39759,p
14154,e
14285,e
1254,e
53676,p
45664,e
2074,e
30847,p
45315,e
23995,p
3071,e
3770,p
57815,p
21846,e
14189,e
46333,e
40549,p
32403,p
53744,p
35200,e
50174,p
23141,p
32676,p
3871,p
25983,p
9925,p
46918,e
41161,p
60904,p
22413,e
15920,e
8910,p
44777,p
5358,e
4737,e
45998,e
8353,p
14303,e
21415,e
36845,p
18780,e
41633,p
15955,e
16429,e
55303,e
8982,p
31462,e
45690,e
60978,p
45772,e
46385,e
2822,e
28547,p
29474,p
55878,e
31920,p
52061,e
1320,e
5605,e
49921,p
23497,p
29735,e
9576,p
54454,e
46228,e
27712,p
52852,e
7628,p
13285,p
40237,p
55744,e
40614,p
41139,p
57234,p
38760,p
27602,p
23228,p
37923,p
38266,p
40602,p
52934,e
15087,e
29679,e
36700,p
36383,p
10220,p
18703,p
34184,p
34484,p
34615,p
14300,e
45018,p
28993,p
8950,p
48880,e
46571,e
28250,p
53634,p
47595,p
3134,e
51322,e
23396,p
22993,p
47808,p
53693,p
53234,e
11217,p
16805,e
57092,e
45647,e
45356,e
33664,e
4957,e
43999,e
40784,p
9136,p
23492,p
26132,e
31260,e
9510,e
2655,e
12071,p
44646,p
36557,p
23705,p
55273,e
60477,e
23940,p
48166,p
57676,p
48165,p
24997,e
32728,p
19882,p
58141,p
23628,p
48358,p
23319,p
49178,e
47062,p
10519,e
25920,p
56296,p
26626,p
44590,p
5457,e
20164,e
5351,e
55276,e
12419,e
6170,p
9441,e
47063,p
24887,e
29705,e
57626,p
12853,p
29058,p
31310,e
3317,e
32509,p
26199,e
17511,e
36301,e
16902,e
24892,e
52083,e
1631,p
11323,e
60955,p
42696,e
26873,e
37356,p
3096,e
27522,p
38259,p
41322,p
28189,p
14178,e
47286,p
6013,p
32159,p
55398,e
15774,p
48113,p
9578,p
28597,p
59678,p
53699,p
41639,p
29719,e
25292,e
34859,p
20772,e
29645,p
9496,e
8749,e
52416,e
56639,p
17884,e
20347,e
28177,p
39028,p
9677,p
1993,e
8454,p
46207,e
31985,p
35235,e
1187,e
15561,p
57849,p
34904,p
25170,e
55133,e
33584,e
54546,e
11471,e
9894,p
57208,p
57868,p
22299,e
27749,p
22508,e
18336,e
5137,e
52927,e
12339,p
51629,e
19722,p
29441,p
40259,p
45222,e
58696,p
32751,p
21355,e
33606,e
17086,p
14241,e
7056,e
58216,p
20930,p
60796,p
4556,e
34327,p
21016,p
19226,p
22842,p
50079,p
23861,p
23110,p
26102,p
54741,e
31266,e
47454,p
6456,e
54526,e
36017,e
20264,e
19160,p
45927,e
48811,e
20796,e
5570,e
30365,e
4634,e
40048,p
41479,p
11326,e
25203,e
22799,p
41236,p
27564,p
23388,p
36526,p
26254,e
18221,e
31499,e
24777,e
5045,e
9494,e
13985,p
18807,e
46618,e
46211,e
21357,e
11426,e
33489,p
55917,e
37812,p
47907,p
37496,p
48150,p
41810,p
6987,e
28884,p
23,p
9332,e
839,p
52208,e
39920,p
20111,p
18194,e
34684,p
42185,e
56375,p
56316,p
19616,p
57555,p
53883,p
25798,p
45100,p
44309,p
37194,p
23289,p
45782,e
59279,p
8770,e
20089,p
14820,e
20678,e
12797,p
51316,e
44145,p
9690,p
18470,p
18106,e
3021,e
47655,p
5253,e
49842,p
48391,e
18768,e
60452,e
19309,p
36413,p
8636,e
52381,e
41936,p
44698,p
3796,p
36014,e
31433,e
286,p
56586,p
15259,e
43040,e
28689,p
43297,p
21970,e
28545,p
12411,e
1539,p
23225,p
43130,p
47468,p
59463,p
44419,p
15750,p
28527,p
53799,p
4309,e
44153,p
51260,e
36929,p
60869,p
40253,p
42708,e
21497,e
15723,p
58936,p
59427,p
21248,e
42577,e
22473,e
10873,p
40873,p
10439,e
1920,e
57635,p
30642,e
29122,p
1514,p
639,p
51265,e
18930,e
57097,e
54826,e
49129,e
34146,p
36543,p
7117,p
30541,e
50177,p
57982,p
49005,e
7490,p
51646,e
25769,p
58997,p
28263,p
47476,p
5999,e
22256,e
9404,e
19638,p
56216,p
16868,e
31551,e
38363,p
8724,e
60570,e
13513,p
24597,e
34534,p
18440,p
54075,p
22836,p
12151,p
24936,e
21619,e
5607,e
19950,p
50944,p
23979,p
6974,e
34188,p
800,p
50912,p
6729,e
33814,e
40595,p
26086,p
930,p
30406,e
57374,p
29505,p
27912,p
7653,p
16220,e
26977,e
35934,p
19589,p
57627,p
15143,e
46521,e
36226,e
45839,e
6963,e
2916,e
10824,p
361,p
14784,e
35551,p
26908,e
48909,e
7595,p
5402,e
46268,e
30103,p
9595,p
12573,e
21660,e
7791,p
8876,p
22777,p
27285,p
49186,e
30424,e
42165,e
40938,p
29398,p
38731,p
5853,e
8431,p
20265,e
18530,p
13271,p
46623,e
9006,p
2245,p
48724,e
34942,p
19047,e
31424,e
27848,p
35927,p
51152,p
3829,p
37678,p
43286,p
51979,e
36336,e
10574,e
27852,p
6966,e
50415,p
5184,e
56377,p
5661,e
31496,e
37441,p
46149,e
27284,p
25840,p
30760,p
30986,p
10523,e
14251,e
50562,e
52145,e
52603,e
43832,e
2687,e
54112,p
41751,p
3049,e
54606,e
35558,p
55809,e
59987,p
33160,p
14104,p
9717,p
18890,e
29564,p
60362,p
43734,e
56911,e
41145,p
50131,p
25811,p
2744,e
48285,p
29473,p
55845,e
32817,p
12787,p
6959,e
13617,p
12997,p
51110,p
48203,p
35316,p
11860,e
12930,p
29468,p
31296,e
6581,e
46792,e
24196,e
56580,p
24551,e
35007,e
42347,e
7096,p
45739,e
7767,p
43074,p
43175,p
10292,e
12322,p
58769,p
43412,p
3495,e
11318,e
54414,e
20591,e
6105,p
33274,p
59492,p
52522,e
30995,p
14895,e
202,p
48710,e
3366,e
43439,e
20606,e
34115,p
47124,p
10041,p
35193,e
5007,e
4722,e
38396,p
41069,p
21254,e
44322,p
17139,p
22891,p
11117,p
47531,p
33077,p
25476,p
25495,p
35690,p
20154,e
9465,e
38720,p
21074,p
11740,e
52553,e
36881,p
25061,e
28686,p
33951,p
15740,p
54212,p
39777,p
19120,p
5333,e
13060,p
17362,e
38350,p
8861,p
54772,e
44758,p
18775,e
14339,e
4346,e
31696,e
56337,p
38042,p
18388,p
36562,p
35008,e
42515,e
33183,p
20458,e
17720,e
43395,p
2103,e
28084,p
21976,e
14656,e
35953,p
54908,e
48151,p
53061,e
11790,e
33352,p
13735,p
7406,p
41382,p
25152,e
52364,e
43128,p
4092,p
21350,e
7203,p
8692,e
34223,p
10844,p
39694,p
27811,p
58827,p
7967,p
53207,e
13979,p
2612,e
29188,p
2462,p
34164,p
41875,p
37901,p
10404,e
20921,p
39335,p
20106,p
43989,e
18480,p
16835,e
26541,p
44707,p
21041,p
5332,e
59880,p
21475,e
22186,e
3219,e
55967,e
25055,e
36497,p
31255,e
31439,e
23272,p
60939,p
41339,p
22443,e
44468,p
41422,p
59729,p
21474,e
34161,p
1718,p
50544,e
24197,e
37451,p
37870,p
4253,e
39112,p
43774,e
1114,e
35255,e
13416,p
49799,p
41259,p
55597,e
24846,e
38592,p
10335,e
24722,e
15393,e
48076,p
39002,p
1838,e
3442,e
8284,p
42921,e
59425,p
12203,p
38264,p
29435,p
48344,p
25841,p
29314,p
17015,p
55549,e
42949,e
38707,p
22709,p
24018,e
32938,p
46294,e
42612,e
39766,p
37244,p
59306,p
8130,p
38858,p
59611,p
25389,e
17324,e
34167,p
1436,p
9572,p
40251,p
5866,e
33496,p
10413,e
44768,p
59272,p
14772,e
40261,p
8768,e
2632,e
58374,e
23587,p
51985,e
48579,e
27493,p
59128,p
31705,e
18804,e
3671,p
2672,e
40900,p
22615,p
22447,e
21636,e
56343,p
46686,e
44403,p
17337,e
2832,e
48479,e
1667,p
40999,p
25732,p
28818,p
24773,e
13024,p
31505,e
47544,p
41167,p
7968,p
29342,p
59644,p
22327,e
45377,e
53559,p
40612,p
56003,e
16561,e
44196,p
46705,e
13035,p
34088,p
56409,p
57786,p
28928,p
51012,p
34613,p
47287,p
56757,p
52437,e
46942,e
47590,p
53145,e
20386,e
50441,p
51337,e
148,p
10227,p
38549,p
46297,e
4703,e
22019,e
38596,p
29565,p
41784,p
33404,p
18144,e
10888,p
48488,e
22632,p
13944,p
9636,p
22608,p
45385,e
55296,e
7461,p
34469,p
54533,e
34535,p
34291,p
13508,p
55495,e
24661,e
20800,e
22807,p
41327,p
58649,p
53641,p
11943,e
38905,p
10310,e
4035,p
14399,e
54415,e
49941,p
33306,p
11934,e
28188,p
13974,p
23143,p
47936,p
46465,e
25227,e
6340,p
54859,e
28560,p
49128,e
50429,p
53142,e
51900,e
53130,e
33578,e
12774,p
22658,p
11267,p
56460,p
25852,p
40252,p
13947,p
22373,e
982,p
45410,e
2499,e
56557,p
28069,p
40636,p
17111,p
40005,p
17522,e
29849,e
52308,e
9590,p
12159,p
25843,p
13434,p
26117,p
30790,p
31981,p
20250,e
33234,p
20233,e
16737,e
47412,p
18564,p
51643,e
56908,e
3184,e
45942,e
23836,p
11792,e
134,p
40690,p
47930,p
44819,p
11092,p
9272,e
6701,e
2174,p
46883,e
56933,e
38995,p
11827,e
27115,e
18619,p
19109,p
13733,p
38805,p
45794,e
24738,e
46815,e
56868,e
57960,p
29078,p
59524,p
7273,p
996,p
22938,p
59342,p
2274,p
57785,p
19916,p
22664,p
38161,p
42415,e
32356,p
45541,e
17848,e
41986,p
40029,p
47698,p
51698,e
50903,p
47135,p
39146,p
57162,e
11466,e
55306,e
38837,p
23208,p
38017,p
31268,e
42832,e
44889,p
49672,e
55040,e
4125,p
53380,p
49272,e
44749,p
35092,e
28716,p
41668,p
26163,e
26007,p
56583,p
8371,p
14702,e
42797,e
48055,p
46040,e
15305,e
4860,e
38390,p
49064,e
22986,p
52427,e
23213,p
59122,p
17008,p
59662,p
44721,p
616,p
10961,p
54996,e
18543,p
43478,e
27948,p
33170,p
55986,e
6276,p
53078,e
34070,p
51826,e
5817,e
12348,p
11328,e
5695,e
2014,e
39783,p
49383,e
41518,p
44917,p
36061,e
3008,e
38493,p
6106,p
44992,p
50665,e
43849,e
52610,e
26942,e
27293,p
38603,p
904,p
31022,p
55614,e
2278,p
60872,p
37637,p
48448,e
16079,e
6064,p
53397,p
4314,e
16040,e
8892,p
37883,p
24981,e
40747,p
35498,p
57962,p
36228,e
46214,e
4511,e
58184,p
31391,e
141,p
9585,p
8564,e
38659,p
20196,e
9050,p
57558,p
2046,e
5324,e
49307,e
46196,e
45447,e
34740,p
17046,p
20590,e
5769,e
4532,e
59489,p
16196,e
44770,p
57431,p
34113,p
29333,p
26292,e
38097,p
10146,p
37850,p
55328,e
33056,p
57719,p
35908,p
54927,e
49432,e
39525,p
25619,p
21658,e
48539,e
31661,e
20046,p
35312,p
9860,p
15553,p
55101,e
14028,p
4572,e
26943,e
31017,p
10077,p
14556,e
35118,e
28868,p
11046,p
45560,e
4673,e
21196,e
30787,p
55114,e
23823,p
42838,e
38774,p
47295,p
59324,p
31769,e
9808,p
18472,p
14788,e
2199,p
44495,p
39539,p
54330,p
21959,e
42666,e
45197,e
56443,p
11814,e
739,p
2917,e
26681,p
9166,p
51866,e
43471,e
24851,e
58694,p
25155,e
30901,p
12696,e
26471,e
47040,p
6,p
22119,e
59721,p
42703,e
51106,p
9801,p
27099,e
57190,p
5476,e
49073,e
5597,e
7756,p
46835,e
29749,e
2099,e
31272,e
7602,p
5306,e
57911,p
16664,e
609,p
8492,e
22604,p
448,p
36807,p
21378,e
50142,p
17842,e
21779,e
57398,p
51364,e
14964,e
26711,p
36601,p
33151,p
36192,e
12221,p
3447,e
53695,p
19743,p
11472,e
34106,p
7089,p
2729,e
54551,e
39637,p
1016,p
22505,e
37075,p
37228,p
50503,e
23502,p
29767,e
15571,p
15779,p
6925,e
25572,p
36727,p
30540,e
45424,e
36774,p
57919,p
15003,e
60542,e
36969,p
30247,p
18523,p
46062,e
1932,e
16950,p
30057,p
27374,p
32017,p
32335,p
11186,p
6599,e
55966,e
2411,p
19473,p
40117,p
45792,e
60789,p
12932,p
32243,p
56269,p
3569,p
54743,e
26652,p
40845,p
55018,e
47079,p
55216,e
34986,e
1040,p
34382,p
57803,p
35358,p
40372,p
52403,e
35714,p
57505,p
6800,e
19256,p
53029,e
34406,p
1881,e
26466,e
30348,p
1503,p
8903,p
27857,p
50595,e
39466,p
30989,p
10988,p
54487,e
27204,p
2588,e
49164,e
20447,e
43736,e
7037,e
60177,p
59210,p
25308,e
3644,p
17815,e
46100,e
33988,p
5851,e
1382,e
18292,e
24449,e
35639,p
48830,e
58355,e
41958,p
20273,e
19678,p
44919,p
7319,p
56012,e
26722,p
11258,p
17732,e
23932,p
41031,p
12477,e
58485,e
39739,p
25686,p
18078,e
16769,e
9556,p
2559,e
53539,p
46869,e
32124,p
41758,p
19493,p
2895,e
4434,e
52984,e
46052,e
34831,p
35736,p
33241,p
34145,p
10538,e
47220,p
18046,e
33595,e
21072,p
58346,e
36588,p
55139,e
44536,p
9285,e
22446,e
35153,e
47112,p
19767,p
44113,e
20022,p
16288,e
40326,p
22180,e
27970,p
4044,p
46252,e
10435,e
9917,p
12310,p
12442,e
4479,e
36348,e
44039,e
28992,p
34623,p
30774,p
13354,p
56886,e
25090,e
4520,e
33740,e
5936,e
10239,e
60329,p
274,p
9512,e
33483,p
5843,e
28392,p
12959,p
23631,p
5049,e
55770,e
32737,p
36050,e
23181,p
45657,e
1948,e
23544,p
15881,p
25305,e
2070,e
57002,e
41811,p
9205,e
55551,e
2591,e
49931,p
27534,p
59650,p
50198,p
39369,p
23447,p
30672,e
60589,e
14358,e
42786,e
10065,p
46089,e
21736,e
5978,e
16152,e
21093,p
13644,p
48742,e
58366,e
45420,e
35211,e
973,p
14969,e
53896,p
13399,p
57885,p
18403,p
40958,p
8726,e
22935,p
44751,p
19912,p
9682,p
16185,e
26737,p
25196,e
55000,e
23195,p
54285,p
32742,p
7301,p
18846,e
9431,e
23261,p
54,p
48536,e
54117,p
30927,p
15156,e
27461,p
12094,p
60626,e
55250,e
20103,p
5928,e
11024,p
52282,e
42093,e
30114,p
60190,p
47355,p
15763,p
49380,e
36905,p
31657,e
50886,p
35424,p
43248,p
31855,p
712,p
888,p
46635,e
10621,p
1903,e
57970,p
903,p
56720,p
3807,p
12143,p
31877,p
10923,p
12269,p
27070,e
27118,e
60482,e
33482,p
32254,p
8024,p
12141,p
27066,e
14980,e
52461,e
15344,e
41300,p
21791,e
19289,p
48082,p
9838,p
49758,e
7720,p
30468,e
2480,e
16155,e
16468,e
43614,e
16072,e
34150,p
26763,p
30094,p
36487,p
40756,p
18941,e
5212,e
9547,p
55175,e
27747,p
32844,p
37682,p
5293,e
29059,p
27499,p
38906,p
43277,p
44577,p
53325,p
21527,e
49815,p
17742,e
52575,e
25760,p
42040,e
47693,p
22570,e
29835,e
58341,e
32990,p
56025,e
31973,p
45553,e
17096,p
12146,p
27556,p
20057,p
48123,p
58767,p
56213,p
57495,p
33629,e
56630,p
18583,p
58452,e
20503,e
52728,e
9848,p
49935,p
61056,p
59946,p
17357,e
43059,e
48087,p
21389,e
45617,e
50239,p
21514,e
60971,p
31698,e
24809,e
17840,e
22480,e
10407,e
57922,p
14099,p
41722,p
1303,e
23407,p
36077,e
49445,e
47088,p
38998,p
27663,p
49953,p
48591,e
15060,e
32376,p
60552,e
51684,e
26344,e
6320,p
56163,p
58210,p
29208,p
55934,e
26436,e
37577,p
23641,p
20517,e
59047,p
10238,e
51212,e
39973,p
49691,e
5130,e
55092,e
7342,p
58226,p
45165,p
22431,e
43422,e
29625,p
45684,e
59923,p
22486,e
20848,p
17587,e
14789,e
33292,p
11332,e
50152,p
34846,p
10496,e
57360,p
20305,e
19327,p
59936,p
47987,p
46447,e
11797,e
12657,e
1636,p
8337,p
47994,p
37748,p
30169,p
45865,e
7852,p
7530,p
1392,e
39185,p
20877,p
36667,p
31818,p
41525,p
50612,e
37613,p
20734,e
1180,e
43161,p
55299,e
42414,e
22530,e
3626,p
51112,p
17929,e
60920,p
6137,p
51477,e
35749,p
8988,p
30884,p
22802,p
9878,p
29006,p
17003,p
692,p
14069,p
5175,e
52023,e
36373,p
44962,p
4363,e
34312,p
47345,p
29850,e
3515,e
13361,p
28504,p
9101,p
287,p
44822,p
6341,p
44191,p
6601,e
59894,p
47461,p
4420,e
35883,p
54433,e
37,p
14549,e
19709,p
49903,p
14258,e
35370,p
37406,p
23863,p
59985,p
50877,p
49933,p
36578,p
29139,p
18911,e
31860,p
15434,e
57692,p
48137,p
5305,e
17647,e
29180,p
4769,e
15947,e
2216,p
23614,p
1216,e
23942,p
48597,e
480,p
52281,e
18270,e
26055,p
46898,e
26103,p
40421,p
44020,e
44867,p
22300,e
39640,p
58242,p
50701,e
9892,p
11343,e
46179,e
22493,e
32500,p
18192,e
59558,p
43295,p
31934,p
31498,e
4980,e
21958,e
27429,p
10886,p
13647,p
53600,p
56429,p
21251,e
14654,e
60209,p
8228,p
45633,e
7062,p
38947,p
58060,p
26219,e
19406,p
15693,p
50839,p
50848,p
48965,e
17246,p
41386,p
17905,e
21042,p
55684,e
11564,e
16605,e
24927,e
31146,e
13654,p
52089,e
55855,e
23605,p
21843,e
34425,p
